Product_ID,Product_Name,Category,Gender,Brand,City,Price_INR,Discount_%,Rating,Season,Sales
64,Kids Jacket,Casual,Children,Pantaloons,Mumbai,2068,5,4.6,Monsoon,361
65,Kids Dress,Sports,Children,Zudio,Chennai,3537,30,4.8,All,238
66,Kids Jacket,Formal,Children,Zudio,Hyderabad,3278,5,4.7,Festival,161
67,Kids Jacket,Formal,Children,Zudio,Mumbai,3121,10,3.5,All,191
68,Jeans,Casual,Female,Pantaloons,Delhi,1767,30,3.3,Winter,129
69,Jacket,Winter,Male,Max,Bangalore,1902,0,3.4,All,235
70,Skirt,Sports,Female,Max,Bangalore,2152,0,4.9,Summer,172
71,Skirt,Winter,Female,Fabindia,Kolkata,2435,40,4.2,Monsoon,132
72,Saree,Ethnic,Female,Zudio,Mumbai,1791,10,4.3,Festival,428
73,Salwar Suit,Formal,Female,Pantaloons,Chennai,2386,0,4.8,Festival,323
74,Kids Tracksuit,Casual,Children,Fabindia,Bangalore,754,40,3.9,Summer,45
75,Lehenga,Ethnic,Female,Zudio,Hyderabad,1581,40,4.8,Winter,162
76,Top,Casual,Female,Reliance Trends,Kolkata,2408,0,5,Festival,199
77,Blazer,Casual,Male,Reliance Trends,Delhi,1015,40,3,Summer,98
78,Shirt,Winter,Male,Max,Delhi,2103,30,3.5,Summer,208
79,Kurta,Sports,Male,Pantaloons,Hyderabad,641,20,3.1,Summer,179
80,Kids Tracksuit,Winter,Children,Fabindia,Delhi,510,20,4.4,Festival,341
81,T-Shirt,Ethnic,Male,Reliance Trends,Chennai,3404,0,3.7,Monsoon,239
82,Kids Jeans,Casual,Children,Fabindia,Hyderabad,250,40,3.8,Monsoon,270
83,Jacket,Ethnic,Male,Fabindia,Delhi,1982,5,4.5,Festival,353
84,Jeans,Sports,Female,Zudio,Bangalore,3581,30,4.2,Festival,185
85,Track Pants,Casual,Male,Zudio,Delhi,3272,15,4.1,All,362
86,Top,Casual,Female,Westside,Delhi,2196,5,3.7,Festival,152
87,Top,Sports,Female,Max,Mumbai,2315,5,3.2,All,388
88,Lehenga,Sports,Female,Fabindia,Bangalore,2844,30,4,Winter,425
89,T-Shirt,Ethnic,Male,Zudio,Kolkata,1195,10,4.3,Winter,208
90,Jeans,Sports,Female,Zudio,Kolkata,2453,10,3.7,All,252
91,Top,Ethnic,Female,Reliance Trends,Kolkata,987,10,3.2,Winter,294
92,Kids Shorts,Formal,Children,Fabindia,Bangalore,1331,30,4.2,Winter,409
93,Kids Dress,Ethnic,Children,Pantaloons,Hyderabad,1130,10,3.4,Summer,27
94,Kids Dress,Formal,Children,Reliance Trends,Mumbai,2465,10,4.4,All,84
95,Kids Jacket,Casual,Children,Max,Hyderabad,2121,15,3.9,Summer,114
96,Jeans,Winter,Male,Reliance Trends,Bangalore,2213,0,4.2,Summer,371
97,Shirt,Formal,Male,Westside,Mumbai,1215,0,4.1,Monsoon,233
98,Kids Dress,Sports,Children,Max,Bangalore,2044,15,3.6,Winter,321
99,Top,Sports,Female,Reliance Trends,Chennai,3230,0,4.9,Monsoon,126
100,Kids Shorts,Ethnic,Children,Pantaloons,Delhi,910,20,3.2,Summer,21
101,Lehenga,Sports,Female,Westside,Mumbai,1147,10,4.4,Festival,379
102,Kurti,Formal,Female,Fabindia,Chennai,2907,40,4.9,All,237
103,Kurta,Formal,Male,Westside,Delhi,491,0,3.3,Winter,177
104,Kids Tracksuit,Sports,Children,Zudio,Mumbai,2118,30,3.6,All,226
105,Jeans,Sports,Female,Zudio,Mumbai,2648,0,4.8,Festival,396
106,Jeans,Ethnic,Female,Reliance Trends,Delhi,2960,40,4.7,Summer,320
107,Track Pants,Ethnic,Male,Reliance Trends,Delhi,2126,20,4.3,Monsoon,489
108,Saree,Sports,Female,Fabindia,Bangalore,572,15,3.7,Festival,190
109,Salwar Suit,Casual,Female,Westside,Bangalore,3040,15,3.6,Winter,225
110,Kids T-Shirt,Winter,Children,Westside,Hyderabad,1523,0,4.9,Summer,226
111,Kids T-Shirt,Sports,Children,Zudio,Mumbai,967,20,3.7,Festival,407
112,Salwar Suit,Winter,Female,Pantaloons,Hyderabad,2448,5,4.9,Summer,244
113,Kids Jacket,Casual,Children,Fabindia,Chennai,3472,5,4.4,Summer,179
114,Kids T-Shirt,Sports,Children,Reliance Trends,Delhi,3645,0,3.9,Festival,80
115,Kids Shorts,Winter,Children,Max,Kolkata,1318,15,4.7,All,261
116,Jacket,Sports,Male,Zudio,Delhi,3974,20,4,Winter,470
117,Track Pants,Casual,Male,Zudio,Hyderabad,3425,20,3.5,All,21
118,Salwar Suit,Ethnic,Female,Max,Kolkata,2204,40,3.3,Monsoon,295
119,Top,Ethnic,Female,Max,Bangalore,2064,10,4.7,Monsoon,377
120,Kurta,Winter,Male,Zudio,Mumbai,1502,30,3.9,Winter,487
121,Lehenga,Formal,Female,Reliance Trends,Delhi,2256,20,3.7,Festival,71
122,Kurti,Sports,Female,Reliance Trends,Kolkata,789,15,4.7,Festival,99
123,Jacket,Ethnic,Male,Max,Kolkata,1827,30,3.2,All,188
124,Kids Dress,Winter,Children,Fabindia,Kolkata,3833,40,4,All,297
125,Kurta,Casual,Male,Fabindia,Kolkata,3971,10,5,Winter,402
126,Jacket,Casual,Male,Zudio,Delhi,3041,10,4.8,Summer,43
127,Skirt,Casual,Female,Westside,Hyderabad,1963,5,3.5,All,230
128,Kids Tracksuit,Formal,Children,Pantaloons,Mumbai,2695,40,3.8,Winter,369
129,Jacket,Sports,Male,Pantaloons,Bangalore,2811,10,3.9,Winter,361
130,Track Pants,Winter,Male,Fabindia,Chennai,846,0,3.9,All,196
131,Kids Jeans,Winter,Children,Zudio,Hyderabad,1014,15,4.7,All,74
132,Jacket,Sports,Male,Max,Hyderabad,3063,10,3,All,444
133,Kids Jacket,Ethnic,Children,Max,Kolkata,3386,30,4.9,Summer,486
134,Kids Tracksuit,Winter,Children,Pantaloons,Chennai,3483,10,3.4,All,117
135,Kids Jeans,Formal,Children,Fabindia,Kolkata,360,10,4.6,Summer,37
136,Kids Jeans,Formal,Children,Westside,Hyderabad,3260,15,3.4,Summer,87
137,Kids Jeans,Sports,Children,Westside,Delhi,1251,40,4.9,Monsoon,432
138,Salwar Suit,Ethnic,Female,Zudio,Mumbai,775,40,4.9,Summer,460
139,Kids Tracksuit,Winter,Children,Westside,Mumbai,3437,15,3,Monsoon,294
140,Jacket,Ethnic,Male,Max,Bangalore,3567,30,4.9,All,75
141,Kids Shorts,Winter,Children,Max,Chennai,1542,20,3.4,Summer,52
142,Kids Jacket,Ethnic,Children,Reliance Trends,Delhi,384,0,3.6,Festival,272
143,T-Shirt,Formal,Male,Pantaloons,Bangalore,2057,10,4.3,Monsoon,400
144,Kids Dress,Winter,Children,Fabindia,Kolkata,831,15,4.3,Monsoon,446
145,Jeans,Winter,Female,Reliance Trends,Kolkata,1716,5,3.9,All,140
146,Kurti,Ethnic,Female,Fabindia,Hyderabad,447,15,3.6,Monsoon,82
147,Kurti,Formal,Female,Reliance Trends,Mumbai,3421,10,3.5,Monsoon,84
148,Kids Shorts,Casual,Children,Pantaloons,Chennai,1083,40,4.7,Monsoon,188
149,Track Pants,Sports,Male,Westside,Delhi,731,20,3.5,Summer,109
150,Blazer,Casual,Male,Reliance Trends,Hyderabad,3434,40,3.5,Winter,185
151,Shirt,Ethnic,Male,Pantaloons,Kolkata,1923,20,3.2,Summer,52
152,Lehenga,Ethnic,Female,Max,Mumbai,2050,20,3.4,Monsoon,334
153,Blazer,Sports,Male,Zudio,Kolkata,326,0,5,All,453
154,Lehenga,Casual,Female,Fabindia,Bangalore,500,0,3.6,Festival,95
155,Shirt,Ethnic,Male,Fabindia,Chennai,2445,30,3.7,Monsoon,325
156,Kids Jeans,Winter,Children,Max,Bangalore,605,40,4.4,Monsoon,456
157,Kids Tracksuit,Sports,Children,Zudio,Bangalore,3836,5,3.8,Winter,443
158,Lehenga,Winter,Female,Westside,Bangalore,1479,30,3.5,Summer,98
159,Kids Jacket,Casual,Children,Reliance Trends,Mumbai,1967,0,4.5,Summer,210
160,Kurta,Casual,Male,Max,Chennai,1549,30,3.2,Monsoon,201
161,Kids Jacket,Casual,Children,Max,Hyderabad,1639,0,4.2,All,128
162,Blazer,Winter,Male,Reliance Trends,Hyderabad,3661,20,3.7,Winter,410
163,Jeans,Formal,Female,Max,Chennai,2712,30,4.3,Festival,33
164,Kids Tracksuit,Ethnic,Children,Pantaloons,Hyderabad,3077,40,3.6,Summer,193
165,Kurti,Formal,Female,Max,Kolkata,1840,0,3.3,Winter,344
166,T-Shirt,Sports,Male,Zudio,Bangalore,2057,10,3.3,Winter,179
167,Kids Jeans,Sports,Children,Reliance Trends,Mumbai,836,5,4.5,Monsoon,45
168,Kids T-Shirt,Ethnic,Children,Fabindia,Bangalore,2188,20,3.9,Festival,159
169,Track Pants,Sports,Male,Westside,Bangalore,653,10,4.4,Summer,323
170,Jeans,Ethnic,Female,Pantaloons,Bangalore,2653,0,3,Summer,174
171,Track Pants,Formal,Male,Westside,Hyderabad,690,0,4,All,240
172,Shirt,Winter,Male,Fabindia,Delhi,2248,20,4.7,Monsoon,432
173,Kurti,Winter,Female,Zudio,Mumbai,2082,0,4.7,Summer,314
174,Jeans,Winter,Female,Westside,Mumbai,1858,0,4.9,Festival,107
175,Kids Jacket,Ethnic,Children,Zudio,Mumbai,1195,15,4.2,Summer,288
176,Jacket,Ethnic,Male,Pantaloons,Hyderabad,3390,5,3.2,All,344
177,Kurta,Sports,Male,Westside,Hyderabad,3178,40,4.3,Winter,95
178,T-Shirt,Formal,Male,Pantaloons,Delhi,2666,5,4.5,All,355
179,Shirt,Winter,Male,Max,Chennai,2037,30,4.8,Festival,309
180,Kids Tracksuit,Sports,Children,Fabindia,Hyderabad,817,15,3.1,All,246
181,Kids Jeans,Ethnic,Children,Reliance Trends,Hyderabad,2277,0,3.6,Monsoon,251
182,T-Shirt,Ethnic,Male,Reliance Trends,Kolkata,3738,40,3.2,All,324
183,Kids Jacket,Winter,Children,Max,Kolkata,3868,0,3.9,Monsoon,434
184,Kids Tracksuit,Formal,Children,Max,Bangalore,2252,5,4.9,All,250
185,Track Pants,Ethnic,Male,Max,Kolkata,905,0,3.5,Summer,244
186,Jeans,Sports,Female,Pantaloons,Hyderabad,1726,10,3.8,Monsoon,416
187,Salwar Suit,Sports,Female,Fabindia,Kolkata,1569,0,3.7,Summer,305
188,Kids Jacket,Ethnic,Children,Fabindia,Kolkata,3911,20,4.7,All,190
189,Kurta,Formal,Male,Westside,Kolkata,3059,30,3.8,All,324
190,Kids T-Shirt,Ethnic,Children,Zudio,Kolkata,3441,10,4.6,Monsoon,363
191,Kids Tracksuit,Sports,Children,Fabindia,Kolkata,1933,20,3.7,Summer,205
192,Saree,Formal,Female,Zudio,Delhi,1126,5,3.3,All,171
193,Kurta,Sports,Male,Reliance Trends,Kolkata,1578,40,4.2,Monsoon,325
194,Saree,Formal,Female,Fabindia,Chennai,3512,5,4.4,Winter,42
195,Top,Formal,Female,Max,Hyderabad,3280,30,4.6,Festival,139
196,Kids Shorts,Ethnic,Children,Pantaloons,Hyderabad,2977,20,5,Festival,256
197,Skirt,Winter,Female,Max,Bangalore,862,40,3.4,Monsoon,329
198,Track Pants,Ethnic,Male,Fabindia,Bangalore,3779,10,4.1,Summer,72
199,Kids Dress,Casual,Children,Reliance Trends,Delhi,1316,15,4.8,All,95
200,Kurti,Formal,Female,Westside,Mumbai,1898,0,3.8,Festival,211
201,Jacket,Casual,Male,Pantaloons,Mumbai,1504,0,4.7,All,352
202,Skirt,Formal,Female,Reliance Trends,Hyderabad,3956,40,3.9,Winter,445
203,Track Pants,Winter,Male,Max,Mumbai,3909,0,3,Festival,130
204,Kurta,Sports,Male,Zudio,Mumbai,3378,10,3.5,Monsoon,82
205,Shirt,Winter,Male,Zudio,Mumbai,653,40,4.8,Monsoon,325
206,Kids T-Shirt,Sports,Children,Pantaloons,Kolkata,787,10,3.9,Monsoon,334
207,Saree,Sports,Female,Pantaloons,Kolkata,2936,0,4,Festival,204
208,Kurta,Sports,Male,Max,Chennai,282,15,4.7,Monsoon,42
209,Kids Jacket,Ethnic,Children,Fabindia,Mumbai,1661,40,3.1,All,143
210,Kids Tracksuit,Casual,Children,Fabindia,Hyderabad,745,0,3.7,Monsoon,193
211,Kids Shorts,Winter,Children,Fabindia,Delhi,3522,5,3.1,Festival,417
212,Kurti,Ethnic,Female,Reliance Trends,Delhi,3827,0,3.6,Winter,178
213,Kids Jacket,Sports,Children,Westside,Mumbai,3284,30,3.4,Festival,202
214,Track Pants,Ethnic,Male,Reliance Trends,Hyderabad,1988,15,4.5,All,478
215,Top,Formal,Female,Fabindia,Bangalore,1703,40,4,Festival,430
216,Blazer,Winter,Male,Zudio,Chennai,3567,5,4.1,Summer,184
217,T-Shirt,Ethnic,Male,Westside,Bangalore,2667,30,3.9,All,373
218,Top,Winter,Female,Fabindia,Hyderabad,2717,15,3.5,Summer,425
219,T-Shirt,Winter,Male,Max,Kolkata,2981,5,4.9,All,93
220,Kids Tracksuit,Winter,Children,Pantaloons,Mumbai,1165,40,4.3,Summer,205
221,Jeans,Casual,Female,Pantaloons,Kolkata,2041,10,3.7,Monsoon,410
222,Kurta,Formal,Male,Westside,Bangalore,1486,30,3.6,Monsoon,78
223,Blazer,Formal,Male,Max,Bangalore,3940,20,3.2,Festival,416
224,Salwar Suit,Winter,Female,Max,Hyderabad,3041,15,3.4,Winter,89
225,Jacket,Formal,Male,Reliance Trends,Kolkata,3662,10,4.3,Festival,383
226,Kurta,Sports,Male,Westside,Delhi,3114,30,4.9,All,346
227,Track Pants,Ethnic,Male,Pantaloons,Mumbai,1022,40,3.3,Monsoon,424
228,Kurti,Ethnic,Female,Max,Hyderabad,2113,40,5,Monsoon,86
229,Kids T-Shirt,Casual,Children,Zudio,Kolkata,3143,15,4.1,All,413
230,Skirt,Sports,Female,Pantaloons,Hyderabad,2830,0,3.9,Summer,368
231,Kids Jeans,Formal,Children,Fabindia,Chennai,944,40,4.9,Monsoon,241
232,Kids T-Shirt,Casual,Children,Pantaloons,Hyderabad,873,5,3.6,Monsoon,383
233,Jeans,Sports,Male,Reliance Trends,Hyderabad,1003,30,4.9,All,160
234,Blazer,Ethnic,Male,Max,Mumbai,2257,30,3.3,Monsoon,317
235,Shirt,Sports,Male,Westside,Chennai,367,40,4.7,Monsoon,61
236,Blazer,Sports,Male,Fabindia,Delhi,3340,20,3.8,All,347
237,Jacket,Sports,Male,Fabindia,Hyderabad,2177,5,4.6,All,370
238,Top,Winter,Female,Fabindia,Mumbai,846,15,3.8,Summer,257
239,Jeans,Sports,Male,Westside,Kolkata,1506,30,5,Winter,196
240,Saree,Ethnic,Female,Max,Mumbai,1506,5,3.9,Monsoon,156
241,Saree,Formal,Female,Reliance Trends,Hyderabad,1772,40,4.2,Summer,147
242,Track Pants,Ethnic,Male,Fabindia,Hyderabad,976,40,3.3,Monsoon,283
243,Lehenga,Ethnic,Female,Reliance Trends,Mumbai,1809,20,3.9,Festival,143
244,Kurta,Ethnic,Male,Reliance Trends,Hyderabad,2226,20,4.8,Summer,354
245,Kids Jacket,Ethnic,Children,Reliance Trends,Mumbai,1964,5,4.8,Monsoon,392
246,Skirt,Winter,Female,Reliance Trends,Bangalore,408,20,4.1,All,205
247,Kids Jeans,Casual,Children,Max,Bangalore,3329,20,3.6,Festival,339
248,Kids Dress,Casual,Children,Reliance Trends,Bangalore,1727,40,5,Winter,305
249,Skirt,Formal,Female,Max,Chennai,1843,20,3.1,Winter,39
250,Blazer,Ethnic,Male,Max,Bangalore,809,20,4.8,Festival,91
251,Jeans,Ethnic,Female,Zudio,Chennai,3227,40,3.6,Winter,192
252,Kids Dress,Sports,Children,Fabindia,Chennai,1426,15,4.6,Festival,208
253,Salwar Suit,Casual,Female,Max,Hyderabad,3462,30,4.7,Festival,342
254,Kurta,Winter,Male,Fabindia,Chennai,2564,5,4.4,All,318
255,Saree,Sports,Female,Zudio,Delhi,3564,30,3.5,Monsoon,313
256,Kids T-Shirt,Formal,Children,Zudio,Hyderabad,1914,5,3.8,Summer,124
257,Jeans,Sports,Female,Fabindia,Kolkata,454,30,3.3,Festival,126
258,Kids Jeans,Winter,Children,Zudio,Hyderabad,908,15,4.8,Monsoon,195
259,Kids Jeans,Ethnic,Children,Zudio,Delhi,1208,10,4.1,Monsoon,135
260,Skirt,Ethnic,Female,Fabindia,Kolkata,2201,10,4,Winter,306
261,Kids Jeans,Ethnic,Children,Max,Kolkata,2423,15,4.8,Summer,222
262,Skirt,Formal,Female,Reliance Trends,Hyderabad,3124,0,3.7,All,246
263,Kids Jeans,Winter,Children,Pantaloons,Chennai,1309,20,4.4,Winter,90
264,Kurta,Sports,Male,Pantaloons,Mumbai,2942,20,3.5,Winter,139
265,T-Shirt,Winter,Male,Fabindia,Bangalore,610,30,4.5,All,22
266,Kids Shorts,Winter,Children,Zudio,Kolkata,1015,40,4.9,Festival,184
267,Salwar Suit,Casual,Female,Fabindia,Chennai,1150,20,4.5,Summer,455
268,Shirt,Winter,Male,Reliance Trends,Bangalore,3426,15,3.4,Winter,403
269,Kurti,Casual,Female,Max,Chennai,638,10,3.6,All,348
270,Kids Dress,Winter,Children,Max,Bangalore,1316,5,4.6,Winter,189
271,Blazer,Winter,Male,Fabindia,Delhi,256,30,3.7,All,171
272,Kids Tracksuit,Formal,Children,Max,Kolkata,3873,15,4.7,Winter,283
273,Kurti,Winter,Female,Pantaloons,Delhi,2154,10,4.9,Summer,23
274,Lehenga,Formal,Female,Westside,Hyderabad,1435,20,4.4,Festival,25
275,Salwar Suit,Ethnic,Female,Reliance Trends,Kolkata,683,15,3.6,Winter,227
276,Kids Dress,Ethnic,Children,Fabindia,Hyderabad,1704,20,3.4,Summer,88
277,Saree,Winter,Female,Westside,Bangalore,3074,20,4.8,Monsoon,407
278,Kids Tracksuit,Formal,Children,Fabindia,Chennai,3775,40,3.2,Winter,248
279,Kids Tracksuit,Ethnic,Children,Max,Mumbai,451,40,4.1,Summer,278
280,Kurta,Sports,Male,Pantaloons,Hyderabad,3698,20,3.9,Winter,368
281,Blazer,Sports,Male,Reliance Trends,Chennai,2023,40,3.1,Festival,87
282,Kids Jacket,Winter,Children,Reliance Trends,Chennai,2092,30,4.6,Monsoon,390
283,Jacket,Ethnic,Male,Fabindia,Delhi,2567,0,3.1,Summer,196
284,Kids T-Shirt,Sports,Children,Reliance Trends,Bangalore,328,10,3.8,Summer,413
285,Track Pants,Winter,Male,Zudio,Bangalore,3760,15,3.8,All,369
286,Kids Dress,Formal,Children,Reliance Trends,Delhi,2399,15,4.1,All,392
287,Track Pants,Casual,Male,Westside,Bangalore,2957,30,4.1,Summer,292
288,Skirt,Formal,Female,Zudio,Hyderabad,834,10,3.4,Winter,468
289,Kids T-Shirt,Casual,Children,Max,Mumbai,1184,5,3.1,Festival,324
290,Jacket,Sports,Male,Pantaloons,Kolkata,380,15,3.9,Summer,296
291,Track Pants,Casual,Male,Max,Hyderabad,1158,40,4.8,Winter,314
292,Jeans,Sports,Female,Pantaloons,Hyderabad,3788,5,5,All,286
293,Jacket,Ethnic,Male,Reliance Trends,Chennai,2622,30,4.8,All,340
294,Kids Jacket,Sports,Children,Reliance Trends,Hyderabad,2834,30,3.8,Festival,288
295,Salwar Suit,Winter,Female,Pantaloons,Hyderabad,1740,5,4.5,Festival,262
296,Track Pants,Formal,Male,Fabindia,Delhi,3499,15,4.8,All,307
297,Lehenga,Sports,Female,Pantaloons,Bangalore,1193,10,3.4,Monsoon,351
298,Jacket,Ethnic,Male,Max,Kolkata,3596,5,3.1,Summer,213
299,Kids Dress,Sports,Children,Reliance Trends,Delhi,3494,40,4.2,Summer,363
300,Kids Shorts,Winter,Children,Westside,Hyderabad,3922,0,3.4,Winter,117
301,Kids T-Shirt,Winter,Children,Fabindia,Chennai,3081,5,3.8,Winter,142
302,Kids Jeans,Ethnic,Children,Zudio,Chennai,2856,10,3.6,Festival,204
303,Kids Jacket,Winter,Children,Fabindia,Bangalore,3318,40,3.6,Summer,124
304,Top,Winter,Female,Max,Delhi,3235,5,3,Summer,303
305,Kids Dress,Winter,Children,Pantaloons,Delhi,1550,5,3.8,All,446
306,Jacket,Sports,Male,Westside,Bangalore,3162,30,4.5,All,255
307,Blazer,Ethnic,Male,Pantaloons,Kolkata,2437,15,3.4,Winter,475
308,Kids Tracksuit,Casual,Children,Reliance Trends,Mumbai,3549,30,3.1,Monsoon,23
309,Saree,Formal,Female,Fabindia,Delhi,236,5,4,Summer,211
310,Kurta,Sports,Male,Fabindia,Bangalore,263,0,4.1,Festival,230
311,T-Shirt,Sports,Male,Max,Hyderabad,269,20,4.6,All,365
312,Skirt,Formal,Female,Reliance Trends,Chennai,808,5,3.4,Summer,289
313,Skirt,Ethnic,Female,Zudio,Mumbai,1727,15,3.9,All,144
314,Kids Shorts,Ethnic,Children,Fabindia,Kolkata,3310,0,3.2,Summer,214
315,Jeans,Winter,Female,Fabindia,Mumbai,3077,5,3.2,Summer,452
316,Salwar Suit,Ethnic,Female,Reliance Trends,Chennai,3963,0,3.5,Monsoon,481
317,Kids Dress,Winter,Children,Reliance Trends,Mumbai,3002,10,4.8,All,308
318,Kids T-Shirt,Formal,Children,Reliance Trends,Delhi,2603,5,4.5,All,384
319,Kurti,Ethnic,Female,Max,Delhi,2520,40,4.7,Winter,366
320,Kids Jeans,Winter,Children,Fabindia,Kolkata,520,20,4.5,Winter,197
321,T-Shirt,Winter,Male,Reliance Trends,Hyderabad,2677,40,4.2,Winter,324
322,Skirt,Ethnic,Female,Fabindia,Hyderabad,3408,15,4,Summer,202
323,Kids Jacket,Winter,Children,Fabindia,Chennai,2905,15,3.2,Winter,336
324,Skirt,Formal,Female,Reliance Trends,Hyderabad,830,15,4.4,Summer,344
325,Blazer,Winter,Male,Westside,Mumbai,573,0,4.9,All,247
326,Skirt,Ethnic,Female,Pantaloons,Mumbai,966,15,3.9,Summer,304
327,Kids Jacket,Casual,Children,Reliance Trends,Hyderabad,2469,0,4.2,Summer,421
328,Skirt,Winter,Female,Westside,Bangalore,1787,40,3.2,Summer,481
329,Kids Shorts,Sports,Children,Pantaloons,Kolkata,1758,5,3.3,Monsoon,174
330,Lehenga,Formal,Female,Pantaloons,Bangalore,1329,15,3.6,Summer,420
